,variant_name,len_Data,variant
601,varinat_601,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
602,varinat_602,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'MANUAL')"
603,varinat_603,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK')"
604,varinat_604,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
605,varinat_605,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
606,varinat_606,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
607,varinat_607,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'MANUAL')"
608,varinat_608,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
609,varinat_609,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
610,varinat_610,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
611,varinat_611,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
612,varinat_612,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'SET STATUS', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS')"
613,varinat_613,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
614,varinat_614,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
615,varinat_615,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE NOK', 'RELEASE', 'CODE OK', 'BILLED')"
616,varinat_616,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
617,varinat_617,1,"('NEW', 'NEW', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED', 'STORNO', 'STORNO', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'BILLED', 'BILLED')"
618,varinat_618,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
619,varinat_619,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
620,varinat_620,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
621,varinat_621,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'BILLED', 'MANUAL', 'MANUAL')"
622,varinat_622,1,"('NEW', 'CHANGE DIAGN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
623,varinat_623,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'SET STATUS', 'SET STATUS', 'RELEASE', 'CODE OK', 'SET STATUS')"
624,varinat_624,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
625,varinat_625,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'MANUAL', 'MANUAL')"
626,varinat_626,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'SET STATUS')"
627,varinat_627,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'CODE NOK', 'BILLED')"
628,varinat_628,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
629,varinat_629,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'DELETE')"
630,varinat_630,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'SET STATUS', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS')"
631,varinat_631,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
632,varinat_632,1,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED')"
633,varinat_633,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
634,varinat_634,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REOPEN', 'DELETE')"
635,varinat_635,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
636,varinat_636,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
637,varinat_637,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'EMPTY')"
638,varinat_638,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
639,varinat_639,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
640,varinat_640,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'BILLED')"
641,varinat_641,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'SET STATUS', 'SET STATUS', 'REOPEN', 'FIN', 'SET STATUS')"
642,varinat_642,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CODE OK', 'FIN', 'RELEASE', 'BILLED')"
643,varinat_643,1,"('NEW', 'CHANGE DIAGN', 'SET STATUS', 'SET STATUS', 'RELEASE', 'REOPEN', 'FIN', 'SET STATUS')"
644,varinat_644,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
645,varinat_645,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK')"
646,varinat_646,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'CODE OK', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
647,varinat_647,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO')"
648,varinat_648,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
649,varinat_649,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
650,varinat_650,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
651,varinat_651,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
652,varinat_652,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
653,varinat_653,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
654,varinat_654,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
655,varinat_655,1,"('NEW', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'MANUAL', 'BILLED')"
656,varinat_656,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
657,varinat_657,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
658,varinat_658,1,"('NEW', 'NEW', 'CHANGE DIAGN', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
659,varinat_659,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
660,varinat_660,1,"('NEW', 'NEW', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'SET STATUS', 'SET STATUS')"
661,varinat_661,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
662,varinat_662,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'FIN', 'RELEASE', 'BILLED')"
663,varinat_663,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
664,varinat_664,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
665,varinat_665,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
666,varinat_666,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'DELETE')"
667,varinat_667,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
668,varinat_668,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
669,varinat_669,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
670,varinat_670,1,"('NEW', 'NEW', 'NEW', 'FIN')"
671,varinat_671,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
672,varinat_672,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED')"
673,varinat_673,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS', 'SET STATUS', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
674,varinat_674,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
675,varinat_675,1,"('NEW', 'CHANGE END', 'FIN', 'REOPEN', 'CHANGE END', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
676,varinat_676,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED')"
677,varinat_677,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'FIN', 'RELEASE', 'BILLED')"
678,varinat_678,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
679,varinat_679,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
680,varinat_680,1,"('NEW', 'NEW', 'FIN', 'RELEASE', 'CODE NOK', 'DELETE')"
681,varinat_681,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
682,varinat_682,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'BILLED', 'STORNO', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
683,varinat_683,1,"('NEW', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
684,varinat_684,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
685,varinat_685,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
686,varinat_686,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
687,varinat_687,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
688,varinat_688,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
689,varinat_689,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
690,varinat_690,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
691,varinat_691,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
692,varinat_692,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
693,varinat_693,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
694,varinat_694,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL', 'MANUAL', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
695,varinat_695,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
696,varinat_696,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
697,varinat_697,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CODE NOK', 'DELETE')"
698,varinat_698,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS')"
699,varinat_699,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
700,varinat_700,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS')"
701,varinat_701,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
702,varinat_702,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
703,varinat_703,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'MANUAL', 'CODE OK', 'MANUAL')"
704,varinat_704,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
705,varinat_705,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
